sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T11:18:45.000Z;1392;1500;undefined
2019-08-05T11:18:45.500Z;null;null;undefined
2019-08-05T11:18:46.000Z;null;null;undefined
2019-08-05T11:18:46.500Z;null;null;undefined
2019-08-05T11:18:47.000Z;null;null;undefined
2019-08-05T11:18:47.500Z;null;null;undefined
2019-08-05T11:18:48.000Z;null;null;undefined
2019-08-05T11:18:48.500Z;null;null;undefined
2019-08-05T11:18:49.000Z;null;null;undefined
2019-08-05T11:18:49.500Z;null;null;undefined
2019-08-05T11:18:50.000Z;null;null;undefined
2019-08-05T11:18:50.500Z;null;null;undefined
2019-08-05T11:18:51.000Z;null;null;undefined
2019-08-05T11:18:51.500Z;null;null;undefined
2019-08-05T11:18:52.000Z;null;null;undefined
2019-08-05T11:18:52.500Z;null;null;undefined
2019-08-05T11:18:53.000Z;null;null;undefined
2019-08-05T11:18:53.500Z;null;null;undefined
2019-08-05T11:18:54.000Z;null;null;undefined
2019-08-05T11:18:54.500Z;null;null;undefined
2019-08-05T11:18:55.000Z;null;null;undefined
2019-08-05T11:18:55.500Z;null;null;undefined
2019-08-05T11:18:56.000Z;null;null;undefined
2019-08-05T11:18:56.500Z;null;null;undefined
2019-08-05T11:18:57.000Z;null;null;undefined
2019-08-05T11:18:57.500Z;null;null;undefined
2019-08-05T11:18:58.000Z;null;null;undefined
2019-08-05T11:18:58.500Z;null;null;undefined
2019-08-05T11:18:59.000Z;null;null;undefined
2019-08-05T11:18:59.500Z;null;null;undefined
2019-08-05T11:19:00.000Z;692;1500;undefined
2019-08-05T11:19:00.500Z;null;null;undefined
2019-08-05T11:19:01.000Z;null;null;undefined
2019-08-05T11:19:01.500Z;null;null;undefined
2019-08-05T11:19:02.000Z;null;null;undefined
2019-08-05T11:19:02.500Z;null;null;undefined
2019-08-05T11:19:03.000Z;null;null;undefined
2019-08-05T11:19:03.500Z;null;null;undefined
2019-08-05T11:19:04.000Z;null;null;undefined
2019-08-05T11:19:04.500Z;null;null;undefined
2019-08-05T11:19:05.000Z;null;null;undefined
2019-08-05T11:19:05.500Z;null;null;undefined
2019-08-05T11:19:06.000Z;null;null;undefined
2019-08-05T11:19:06.500Z;null;null;undefined
2019-08-05T11:19:07.000Z;null;null;undefined
2019-08-05T11:19:07.500Z;null;null;undefined
2019-08-05T11:19:08.000Z;null;null;undefined
2019-08-05T11:19:08.500Z;null;null;undefined
2019-08-05T11:19:09.000Z;null;null;undefined
2019-08-05T11:19:09.500Z;null;null;undefined
2019-08-05T11:19:10.000Z;null;null;undefined
2019-08-05T11:19:10.500Z;null;null;undefined
2019-08-05T11:19:11.000Z;null;null;undefined
2019-08-05T11:19:11.500Z;null;null;undefined
2019-08-05T11:19:12.000Z;null;null;undefined
