sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T22:06:22.000Z;undefined;null;undefined
2019-08-05T22:06:23.000Z;undefined;null;undefined
2019-08-05T22:06:24.000Z;undefined;null;undefined
2019-08-05T22:06:25.000Z;undefined;null;undefined
2019-08-05T22:06:26.000Z;undefined;null;undefined
2019-08-05T22:06:27.000Z;undefined;null;undefined
2019-08-05T22:06:28.000Z;undefined;null;undefined
2019-08-05T22:06:29.000Z;undefined;null;undefined
2019-08-05T22:06:30.000Z;undefined;1250;undefined
2019-08-05T22:06:31.000Z;undefined;null;undefined
2019-08-05T22:06:32.000Z;undefined;null;undefined
2019-08-05T22:06:33.000Z;undefined;null;undefined
2019-08-05T22:06:34.000Z;undefined;null;undefined
2019-08-05T22:06:35.000Z;undefined;null;undefined
2019-08-05T22:06:36.000Z;undefined;null;undefined
2019-08-05T22:06:37.000Z;undefined;null;undefined
2019-08-05T22:06:38.000Z;undefined;null;undefined
2019-08-05T22:06:39.000Z;undefined;null;undefined
2019-08-05T22:06:40.000Z;undefined;null;undefined
2019-08-05T22:06:41.000Z;undefined;null;undefined
2019-08-05T22:06:42.000Z;undefined;null;undefined
2019-08-05T22:06:43.000Z;undefined;null;undefined
2019-08-05T22:06:44.000Z;undefined;null;undefined
2019-08-05T22:06:45.000Z;undefined;1000;undefined
2019-08-05T22:06:46.000Z;undefined;null;undefined
2019-08-05T22:06:47.000Z;undefined;null;undefined
2019-08-05T22:06:48.000Z;undefined;null;undefined
2019-08-05T22:06:49.000Z;undefined;null;undefined
2019-08-05T22:06:50.000Z;undefined;null;undefined
2019-08-05T22:06:51.000Z;undefined;null;undefined
2019-08-05T22:06:52.000Z;undefined;null;undefined
2019-08-05T22:06:53.000Z;undefined;null;undefined
2019-08-05T22:06:54.000Z;undefined;null;undefined
2019-08-05T22:06:55.000Z;undefined;null;undefined
2019-08-05T22:06:56.000Z;undefined;null;undefined
2019-08-05T22:06:57.000Z;undefined;null;undefined
2019-08-05T22:06:58.000Z;undefined;null;undefined
2019-08-05T22:06:59.000Z;undefined;null;undefined
2019-08-05T22:07:00.000Z;undefined;1000;undefined
2019-08-05T22:07:01.000Z;undefined;null;undefined
2019-08-05T22:07:02.000Z;undefined;null;undefined
2019-08-05T22:07:03.000Z;undefined;null;undefined
2019-08-05T22:07:04.000Z;undefined;null;undefined
2019-08-05T22:07:05.000Z;undefined;null;undefined
2019-08-05T22:07:06.000Z;undefined;null;undefined
2019-08-05T22:07:07.000Z;undefined;null;undefined
2019-08-05T22:07:08.000Z;undefined;null;undefined
2019-08-05T22:07:09.000Z;undefined;null;undefined
2019-08-05T22:07:10.000Z;undefined;null;undefined
2019-08-05T22:07:11.000Z;undefined;null;undefined
2019-08-05T22:07:12.000Z;undefined;null;undefined
2019-08-05T22:07:13.000Z;undefined;null;undefined
2019-08-05T22:07:14.000Z;undefined;null;undefined
2019-08-05T22:07:15.000Z;undefined;750;undefined
2019-08-05T22:07:16.000Z;undefined;null;undefined
2019-08-05T22:07:17.000Z;undefined;null;undefined
2019-08-05T22:07:18.000Z;undefined;null;undefined
2019-08-05T22:07:19.000Z;undefined;null;undefined
2019-08-05T22:07:20.000Z;undefined;null;undefined
2019-08-05T22:07:21.000Z;undefined;null;undefined
2019-08-05T22:07:22.000Z;undefined;null;undefined
2019-08-05T22:07:23.000Z;undefined;null;undefined
2019-08-05T22:07:24.000Z;undefined;null;undefined
2019-08-05T22:07:25.000Z;undefined;null;undefined
2019-08-05T22:07:26.000Z;undefined;null;undefined
2019-08-05T22:07:27.000Z;undefined;null;undefined
2019-08-05T22:07:28.000Z;undefined;null;undefined
2019-08-05T22:07:29.000Z;undefined;null;undefined
2019-08-05T22:07:30.000Z;undefined;750;undefined
2019-08-05T22:07:31.000Z;undefined;null;undefined
2019-08-05T22:07:32.000Z;undefined;null;undefined
2019-08-05T22:07:33.000Z;undefined;null;undefined
2019-08-05T22:07:34.000Z;undefined;null;undefined
2019-08-05T22:07:35.000Z;undefined;null;undefined
2019-08-05T22:07:36.000Z;undefined;null;undefined
2019-08-05T22:07:37.000Z;undefined;null;undefined
2019-08-05T22:07:38.000Z;undefined;null;undefined
2019-08-05T22:07:39.000Z;undefined;null;undefined
2019-08-05T22:07:40.000Z;undefined;null;undefined
2019-08-05T22:07:41.000Z;undefined;null;undefined
2019-08-05T22:07:42.000Z;undefined;null;undefined
2019-08-05T22:07:43.000Z;undefined;null;undefined
2019-08-05T22:07:44.000Z;undefined;null;undefined
2019-08-05T22:07:45.000Z;undefined;500;undefined
2019-08-05T22:07:46.000Z;undefined;null;undefined
2019-08-05T22:07:47.000Z;undefined;null;undefined
2019-08-05T22:07:48.000Z;undefined;null;undefined
2019-08-05T22:07:49.000Z;undefined;null;undefined
2019-08-05T22:07:50.000Z;undefined;null;undefined
2019-08-05T22:07:51.000Z;undefined;null;undefined
2019-08-05T22:07:52.000Z;undefined;null;undefined
2019-08-05T22:07:53.000Z;undefined;null;undefined
2019-08-05T22:07:54.000Z;undefined;null;undefined
2019-08-05T22:07:55.000Z;undefined;null;undefined
2019-08-05T22:07:56.000Z;undefined;null;undefined
2019-08-05T22:07:57.000Z;undefined;null;undefined
2019-08-05T22:07:58.000Z;undefined;null;undefined
2019-08-05T22:07:59.000Z;undefined;null;undefined
2019-08-05T22:08:00.000Z;undefined;500;undefined
2019-08-05T22:08:01.000Z;undefined;null;undefined
2019-08-05T22:08:02.000Z;undefined;null;undefined
2019-08-05T22:08:03.000Z;undefined;null;undefined
2019-08-05T22:08:04.000Z;undefined;null;undefined
2019-08-05T22:08:05.000Z;undefined;null;undefined
2019-08-05T22:08:06.000Z;undefined;null;undefined
2019-08-05T22:08:07.000Z;undefined;null;undefined
2019-08-05T22:08:08.000Z;undefined;null;undefined
2019-08-05T22:08:09.000Z;undefined;null;undefined
2019-08-05T22:08:10.000Z;undefined;null;undefined
2019-08-05T22:08:11.000Z;undefined;null;undefined
